customer_id,age,region,favorite_team,join_date,membership_tier,season_ticket_yn,purchase_count,total_spent,last_purchase_date,sns_follow_yn,referral_source,attended_games,favorite_seat_section
KBOFAN0001775,48.0,CHANGWON,LG Twins,2016-03-14,VIP,0,6.0,396928.0,2024-01-10,,Offline Event,7,Premium Box
KBOFAN0004702,30.0,Cheongju ,KIA TIGERS,2019-10-14,Bronze,Yes,7.0,98312.0,2025-01-30,,Friend Referral,14,Family Zone
KBOFAN0000696,18.0,Jeju City,doosan bears,2017-06-20,Silver,n,4.0,164976.0,2023.04.17,0.0,Club Website,10,Infield
KBOFAN0001137,59.0, Suwon,hanwha eagles,2018.06.05,Silver,N,5.0,169735.0,2024-01-21,,Offline Event,16,Infield
KBOFAN0002245,70.0,changwon, KIA Tigers ,2023.09.07,Silver,Y,5.0,120935.0,08/06/2023,1.0,Friend Referral,5,
KBOFAN0004971,63.0,Changwon ,samsung lions,2018-01-07,Gold,Yes,11.0,574170.0,05/26/2025,0.0,Offline Event,8,Premium Box
KBOFAN0000187,24.0,Cheongju-si,SAMSUNG LIONS,2019-12-25,Silver,0,9.0,526898.0,19-01-2023,1.0,Offline Event,9,Premium Box
KBOFAN0003420,26.0,,LotteGiants,08/27/2018,Bronze,Y,,266439.0,06-02-2024,0.0,Advertisement,12,Table Seat
KBOFAN0001091,72.0,Changwon,LGTwins,2018.07.19,,1,6.0,154002.0,2025-03-14,0.0,SNS,13,Outfield
KBOFAN0001375,59.0,incheon,KIATigers,2024.03.02,Silver,1,4.0,248058.0,2023-12-20,,Friend Referral,13,Premium Box
KBOFAN0001772,59.0,Incheon-si,KiwoomHeroes,2024-09-20,Silver,y,9.0,320727.0,2023-01-11,1.0,Club Website,12,Table Seat
KBOFAN0000636,66.0,Daejeon City,LG TWINS,11-04-2019,Gold,y,10.0,403102.0,2024.11.01,1.0,Offline Event,13,Table Seat
KBOFAN0001043,61.0,Seoul, Lotte Giants ,2022-10-18,Gold,Y,10.0,350204.0,25-10-2024,0.0,Advertisement,15,Infield
KBOFAN0004419,41.0,Incheon-si, LG Twins ,2023.11.13,Silver,n,4.0,583386.3324,2023-06-03,,SNS,14,Infield
KBOFAN0001119,30.0,GWANGJU, NC Dinos ,2024.11.21,Bronze,Yes,2.0,9455.0,10/17/2025,1.0,Club Website,7,Family Zone
KBOFAN0000688,50.0,Jeju-si,LG TWINS,2019-10-19,Bronze,N,5.0,85799.0,03/25/2025,0.0,Advertisement,9,Infield
KBOFAN0004617,71.0,Cheongju-si,Doosan Bears,2024.03.31,Bronze,1,9.0,163532.0,11/15/2025,0.0,Friend Referral,13,Infield
KBOFAN0000799,36.0, Daejeon,Doosan Bears,2017.03.06,Bronze,1,5.0,164170.0,2025-01-24,0.0,SNS,13,Family Zone
KBOFAN0002205,48.0,Daegu ,Kiwoom Heroes,06/17/2021,VIP,n,14.0,630376.0,2024-12-05,0.0,Advertisement,14,Infield
KBOFAN0004115,40.0,jeju, NC Dinos ,2024-11-21,Bronze,Y,5.0,185811.0,2023-02-03,1.0,Club Website,13,Family Zone
KBOFAN0000256,,Changwon ,HANWHA EAGLES,05/13/2017,Gold,0,7.0,461844.0,2024-12-20,0.0,SNS,8,Premium Box
KBOFAN0000316,57.0, Jeju,LOTTE GIANTS,2024.11.26,Bronze,Y,6.0,284571.0,2023-01-09,1.0,Club Website,13,Family Zone
KBOFAN0001024,28.0,Gwangju City,DOOSAN BEARS,2018-01-26,Bronze,Yes,6.0,218028.0,21-11-2024,0.0,Advertisement,10,Premium Box
KBOFAN0004901,40.0,Jeju-si,SAMSUNG LIONS,2024.07.11,Bronze,0,7.0,340364.0,2024.09.14,0.0,Friend Referral,13,Table Seat
KBOFAN0004501,68.0, Suwon, LG Twins ,2016-10-16,Silver,Yes,7.0,316052.0,02-04-2025,0.0,SNS,8,Outfield
KBOFAN0002676,26.0,DAEGU,ssg landers,2019-08-21,,Yes,7.0,317672.0,2023.12.02,0.0,,11,Infield
KBOFAN0003433,60.0,DAEGU, Lotte Giants ,10/21/2021,Silver,n,5.0,223080.0,07/03/2025,1.0,Advertisement,14,Premium Box
KBOFAN0001423,45.0,Busan ,KT Wiz,2021-10-12,Bronze,1,7.0,230749.0,12/26/2025,0.0,Offline Event,12,
KBOFAN0001096,73.0,DAEGU,HANWHA EAGLES,03/26/2016,,Yes,9.0,515437.0,2024.02.11,,,7,Table Seat
KBOFAN0001525,24.0,DAEJEON, LG Twins ,06-10-2021,Silver,n,11.0,615693.0,2024-08-15,1.0,Club Website,9,Table Seat
KBOFAN0004624,23.0,Daegu City, LG Twins ,2021-03-04,VIP,n,5.0,317947.0,22-04-2024,0.0,Offline Event,13,Outfield
KBOFAN0001146,,Busan-si, Lotte Giants ,2024-01-24,Gold,No,3.0,118615.0,2024-01-14,1.0,Club Website,7,Table Seat
KBOFAN0001329,20.0,Cheongju , KIA Tigers ,2024-07-23,Bronze,y,,145499.0,2025-06-18,,Friend Referral,12,Premium Box
KBOFAN0000933,25.0,daejeon,SAMSUNG LIONS,2024-01-25,Bronze,n,,136962.0,2023.01.02,1.0,Offline Event,13,Outfield
KBOFAN0000361,60.0, Daegu,LGTwins,2015-09-27,VIP,Yes,7.0,208121.0,25-01-2025,0.0,Club Website,11,Table Seat
KBOFAN0000893,64.0,Seoul-si,LG TWINS,21-01-2024,Gold,No,6.0,283192.0,2025.03.25,,Friend Referral,15,Infield
KBOFAN0002944,27.0,daejeon, Samsung Lions ,09-03-2021,Bronze,N,9.0,302747.0,06/22/2025,0.0,Offline Event,11,Family Zone
KBOFAN0000585,22.0,SUWON,LG TWINS,04-12-2016,Bronze,Yes,4.0,118590.0,2023-02-12,,Club Website,10,Premium Box
KBOFAN0001821,42.0, Jeju,NC Dinos,07/18/2021,Silver,y,9.0,467523.0,17-08-2025,0.0,Friend Referral,15,Infield
KBOFAN0004151,19.0,CHANGWON,KIA TIGERS,2015-04-08,Bronze,N,3.0,92388.0,2025.11.20,0.0,SNS,8,Outfield
KBOFAN0004464,18.0,Gwangju-si,,2020.11.19,Gold,N,12.0,351673.0,2023.12.05,1.0,Friend Referral,9,
KBOFAN0000180,34.0,Gwangju-si,lg twins,05/24/2021,Silver,n,9.0,401797.0,24-09-2025,0.0,Offline Event,12,Outfield
KBOFAN0002689,68.0,Daegu ,SSGLanders,2024.02.13,Silver,Yes,8.0,362684.0,2024-09-16,1.0,Club Website,13,Outfield
KBOFAN0000379,51.0,Seoul City,hanwha eagles,2021-09-03,Bronze,0,9.0,212935.0,2023.12.29,,Offline Event,11,Outfield
KBOFAN0000668,75.0,Changwon ,KIWOOM HEROES,2021-09-16,Bronze,y,2.0,77679.0,2025-11-01,0.0,Advertisement,10,Infield
KBOFAN0001047,24.0,INCHEON,Lotte Giants,06/11/2016,Bronze,y,12.0,386080.0,2024-01-09,0.0,Advertisement,16,Table Seat
KBOFAN0002821,61.0,CHEONGJU,LG Twins,01/04/2024,Bronze,Yes,5.0,161024.0,17-01-2023,,Offline Event,11,Outfield
KBOFAN0002450,60.0,Seoul,NC Dinos,11-04-2020,Bronze,Yes,4.0,201505.0,2024.07.28,0.0,Offline Event,8,Infield
KBOFAN0004660,65.0,Daejeon-si,lotte giants,2021-08-27,Bronze,N,3.0,62196.0,11/20/2024,0.0,Club Website,11,Infield
KBOFAN0001435,29.0,Changwon-si,DoosanBears,2024-08-30,VIP,N,4.0,108745.0,23-05-2024,1.0,Friend Referral,18,Infield
KBOFAN0002493,35.0,INCHEON,NC DINOS,2023.09.16,VIP,0,3.0,83916.0,2024-07-08,1.0,Advertisement,12,Premium Box
KBOFAN0002576,37.0,cheongju,Doosan Bears,2020-11-03,Bronze,Yes,5.0,156126.0,2024.01.14,0.0,SNS,14,Table Seat
KBOFAN0004890,48.0, Daejeon,LG Twins,2018.01.09,Gold,No,7.0,331153.0,26-09-2025,0.0,Club Website,4,Premium Box
KBOFAN0002028,17.0, Seoul,,2022.06.10,Bronze,1,3.0,156193.0,2024-02-02,0.0,Offline Event,8,Table Seat
KBOFAN0001638,29.0,GWANGJU,kiwoom heroes,2022-02-16,Silver,y,7.0,408702.0,25-12-2023,0.0,SNS,14,Family Zone
KBOFAN0001108,58.0,Suwon,KT Wiz,2021.08.08,Bronze,Yes,9.0,315835.0,2025-01-14,,Club Website,11,Family Zone
KBOFAN0002843,65.0, Changwon,,2021.04.14,Gold,1,6.0,77053.0,2023-07-07,1.0,Club Website,16,Table Seat
KBOFAN0000424,46.0, Changwon,doosan bears,23-05-2020,Silver,y,3.0,120801.0,2023-10-08,0.0,SNS,7,Infield
KBOFAN0000140,71.0,Incheon City,KTWiz,2020-11-11,,Y,15.0,476875.0,2023.05.14,0.0,,9,Outfield
KBOFAN0004516,20.0,Changwon, KIA Tigers ,02-04-2023,Bronze,N,6.0,210682.0,27-08-2025,0.0,,8,Family Zone
KBOFAN0000415,38.0, Daejeon,,28-11-2021,Silver,Yes,5.0,132351.0,2024-02-06,1.0,Offline Event,11,Infield
KBOFAN0003558,24.0,Busan ,kt wiz,2022.04.18,Gold,Yes,4.0,215572.0,2023.02.25,0.0,Club Website,12,Table Seat
KBOFAN0003053,19.0,Busan-si,LG TWINS,2022.05.02,VIP,Yes,4.0,152201.0,08/26/2023,,Advertisement,13,Infield
KBOFAN0002044,18.0,Daejeon , KIA Tigers ,2019-01-12,Bronze,1,4.0,190428.0,2023.06.01,0.0,Advertisement,15,Infield
KBOFAN0000982,23.0,Seoul,SSG Landers,02-12-2020,Gold,0,8.0,499164.0,2023-04-07,0.0,Offline Event,8,Infield
KBOFAN0003676,29.0,Gwangju City,KIATigers,08/01/2017,VIP,Yes,6.0,153161.0,03/24/2024,,Advertisement,11,Premium Box
KBOFAN0002994,39.0,Daejeon , Samsung Lions ,2016.11.08,VIP,Yes,6.0,182911.0,07/26/2023,0.0,Friend Referral,15,Infield
KBOFAN0003002,70.0,daejeon,HANWHA EAGLES,09/23/2016,,N,7.0,215820.0,2025-10-13,1.0,Advertisement,7,Family Zone
KBOFAN0003880,20.0,Daejeon City,LG TWINS,2019-06-12,Silver,n,9.0,225491.0,2023.07.10,0.0,Advertisement,14,Outfield
KBOFAN0001183,19.0,Seoul,KIA Tigers,24-08-2015,Silver,Y,2.0,90828.0,06-10-2023,1.0,Club Website,13,Outfield
KBOFAN0002636,17.0,Seoul-si,SSG LANDERS,2022-05-29,Bronze,Yes,7.0,341477.0,2024-01-05,0.0,Club Website,10,Premium Box
KBOFAN0002144,28.0,DAEJEON,SAMSUNG LIONS,2022-07-30,Gold,1,9.0,163070.0,2023.11.19,0.0,Offline Event,8,Table Seat
KBOFAN0004672,23.0,Changwon, LG Twins ,2015.04.22,Gold,N,7.0,0.0,2023-11-11,0.0,Club Website,10,Outfield
KBOFAN0003074,20.0,Gwangju , Doosan Bears ,2015-06-13,Bronze,No,4.0,207213.0,2023-09-03,1.0,Club Website,10,Family Zone
KBOFAN0004203,28.0,Cheongju-si,KIATigers,2015-10-10,VIP,Y,6.0,130812.0,05/31/2025,1.0,SNS,9,Family Zone
KBOFAN0000049,19.0,gwangju, NC Dinos ,2015-10-13,Bronze,No,9.0,182926.0,31-07-2025,1.0,Club Website,8,Table Seat
KBOFAN0001585,31.0,Cheongju-si,LotteGiants,2017.01.03,Bronze,No,6.0,317212.0,2023.06.23,0.0,Offline Event,12,Outfield
KBOFAN0000157,41.0,CHEONGJU,KiwoomHeroes,2018.10.15,Silver,n,9.0,424193.0,2023-08-30,1.0,SNS,7,Infield
KBOFAN0003447,36.0,Busan City,Doosan Bears,2021-04-20,Gold,n,6.0,139466.0,2024.08.06,1.0,SNS,11,Family Zone
KBOFAN0002789,,Cheongju-si,SSG Landers,2017-03-27,,0,7.0,85100.0,04-03-2025,0.0,SNS,7,Table Seat
KBOFAN0002632,29.0,Busan ,SSGLanders,2018-08-25,Gold,Yes,4.0,57615.0,28-03-2025,1.0,SNS,15,Outfield
KBOFAN0003088,23.0,seoul,LotteGiants,2021-09-06,Gold,n,5.0,170895.0,2024-04-21,1.0,Offline Event,6,
KBOFAN0003077,19.0, Jeju,KiwoomHeroes,07/25/2015,Bronze,1,11.0,471211.0,2024-09-16,0.0,Club Website,11,Family Zone
KBOFAN0000493,21.0,Suwon City,KIA Tigers,2021-05-29,Silver,N,7.0,253287.0,2025-12-28,0.0,Advertisement,15,Infield
KBOFAN0001298,20.0,changwon,Kiwoom Heroes,2017.02.24,Bronze,y,5.0,135030.0,2025.06.14,1.0,,5,Infield
KBOFAN0002520,26.0,jeju,SSGLanders,01-04-2024,Silver,n,8.0,443170.0,31-07-2024,1.0,,11,Family Zone
KBOFAN0000722,53.0,Jeju,Lotte Giants,2018-06-19,Silver,No,5.0,239853.0,16-07-2025,0.0,SNS,11,Premium Box
KBOFAN0003698,17.0, Gwangju,KIATigers,2023-07-29,VIP,Yes,6.0,238900.0,11-10-2025,1.0,Offline Event,7,Premium Box
KBOFAN0000101,62.0,,Hanwha Eagles,06/24/2022,Bronze,N,2.0,75541.0,2025-09-12,1.0,Friend Referral,13,Outfield
KBOFAN0002600,62.0,suwon, KIA Tigers ,2021.07.29,Gold,n,7.0,246572.0,2025-11-19,,,9,Infield
KBOFAN0002756,38.0, Gwangju, LG Twins ,2019-03-19,Silver,0,7.0,319033.0,2025-12-29,0.0,Offline Event,10,Table Seat
KBOFAN0000986,57.0, Changwon,kia tigers,20-06-2016,Bronze,0,6.0,248943.0,2025-01-15,,Advertisement,12,Outfield
KBOFAN0003500,55.0,Daegu ,KIA Tigers,07/03/2019,,No,7.0,119630.0,2023.10.25,,Advertisement,14,Premium Box
KBOFAN0001740,58.0,jeju,,2022.02.19,,N,4.0,120059.0,2024-01-14,1.0,Offline Event,8,Table Seat
KBOFAN0004068,0.0,Seoul,KiwoomHeroes,30-10-2018,Gold,Yes,1.0,42652.0,11/25/2024,1.0,Friend Referral,8,Outfield
KBOFAN0001338,54.0, Seoul,KT Wiz,2024-10-17,VIP,0,3.0,26710.0,2024-04-22,0.0,Offline Event,12,Family Zone
KBOFAN0000514,53.0,SUWON, Kiwoom Heroes ,10/01/2020,Bronze,No,5.0,180325.0,2025-08-01,0.0,Offline Event,14,Outfield
KBOFAN0003470,21.0,BUSAN,KIWOOM HEROES,2023-12-14,VIP,n,6.0,115577.0,09/05/2023,,SNS,14,Premium Box
KBOFAN0001016,22.0,Changwon,KT WIZ,2018.02.01,Bronze,N,7.0,72343.0,2025.05.26,0.0,SNS,6,Family Zone
KBOFAN0003888,49.0,Incheon City,KIA Tigers,08/22/2022,,Yes,9.0,450909.0,03/06/2025,1.0,Advertisement,10,Infield
KBOFAN0000645,72.0,Busan City,DoosanBears,2021-02-24,Bronze,No,2.0,143894.0,09/19/2023,0.0,Club Website,7,Table Seat
KBOFAN0002015,16.0,Incheon , Samsung Lions ,2024-10-16,VIP,Y,3.0,92025.0,09/27/2023,1.0,Offline Event,10,Family Zone
KBOFAN0001967,24.0,Incheon-si,Lotte Giants,06/14/2019,Gold,1,5.0,178624.0,09-06-2023,1.0,Club Website,9,Table Seat
KBOFAN0000088,22.0, Daejeon,NCDinos,2023-03-18,,n,4.0,230473.0,2024.09.07,1.0,Offline Event,8,Premium Box
KBOFAN0001846,42.0,Busan,HanwhaEagles,14-05-2022,Bronze,No,6.0,344868.0,13-06-2023,0.0,SNS,7,
KBOFAN0004684,28.0,Daegu-si,kiwoom heroes,2021.03.13,,y,5.0,270162.0,2025-12-05,1.0,Club Website,9,Family Zone
KBOFAN0003131,58.0,jeju,LG Twins,30-01-2018,,n,6.0,162588.0,2025-06-02,,,9,Premium Box
KBOFAN0001168,29.0,Gwangju-si,KiwoomHeroes,2020.07.22,,1,6.0,174834.0,2025-10-20,1.0,Club Website,12,Outfield
KBOFAN0002752,42.0,Jeju ,SSG LANDERS,10/08/2020,Silver,Y,6.0,168709.0,28-11-2025,0.0,Club Website,13,Premium Box
KBOFAN0001003,45.0,Incheon ,KIWOOM HEROES,2017-01-05,Silver,0,6.0,407329.0,2024-12-25,,Offline Event,7,Table Seat
KBOFAN0001228,55.0,Jeju ,SAMSUNG LIONS,2023-04-09,Bronze,y,9.0,163498.0,2023-05-04,0.0,SNS,13,
KBOFAN0003367,52.0,Seoul City,LGTwins,06/02/2020,Bronze,No,7.0,376325.0,01/08/2023,1.0,SNS,12,Premium Box
KBOFAN0000076,41.0,Jeju City,KIATigers,11/01/2020,Silver,0,3.0,147357.0,2025-10-07,1.0,Advertisement,8,Table Seat
KBOFAN0004197,65.0,, Samsung Lions ,12/12/2019,Silver,n,5.0,247010.0,2023-09-27,1.0,Offline Event,9,Outfield
KBOFAN0001742,34.0,Cheongju City, Kiwoom Heroes ,10-07-2019,Gold,1,6.0,267936.0,24-10-2023,1.0,Advertisement,11,Premium Box
KBOFAN0002603,47.0,Daegu City,Doosan Bears,2017.12.22,Bronze,y,3.0,207650.0,2023-08-08,0.0,Friend Referral,10,Table Seat
KBOFAN0004311,35.0,daejeon,LG Twins,07/28/2018,Bronze,No,6.0,113721.0,2024-05-08,1.0,Friend Referral,12,Table Seat
KBOFAN0004452,44.0,, Hanwha Eagles ,2015-08-17,Gold,N,3.0,147703.0,2024-03-20,0.0,Club Website,7,Infield
KBOFAN0000969,28.0,Incheon-si,KIATigers,29-08-2015,Bronze,0,7.0,26554.0,12-03-2025,,Club Website,4,Infield
KBOFAN0001490,47.0,, KIA Tigers ,05/23/2023,Bronze,y,6.0,343992.0,2025-03-19,1.0,Friend Referral,14,Infield
KBOFAN0004623,49.0, Daegu,LG TWINS,17-01-2015,Silver,n,4.0,55595.0,02/04/2023,1.0,Advertisement,14,Family Zone
KBOFAN0002828,32.0,Cheongju ,LG Twins,2019.10.09,VIP,Yes,3.0,67277.0,13-08-2024,,Advertisement,11,Family Zone
KBOFAN0001287,62.0,daegu,LG TWINS,06/18/2016,Bronze,1,8.0,182257.0,12/15/2024,1.0,Advertisement,9,Family Zone
KBOFAN0000713,27.0,Seoul-si,LotteGiants,04-10-2015,VIP,Yes,5.0,221066.0,02/05/2025,0.0,Friend Referral,16,Infield
KBOFAN0002746,23.0,Changwon ,lg twins,06/20/2023,Silver,n,5.0,171010.0,2024-07-18,,Friend Referral,13,Table Seat
KBOFAN0002306,64.0,Gwangju,lotte giants,2021.03.13,VIP,n,5.0,98155.0,2024-03-17,0.0,SNS,7,Outfield
KBOFAN0004016,74.0,Cheongju City,lg twins,2019.03.03,Silver,No,5.0,86875.0,04/09/2025,0.0,Offline Event,12,Infield
KBOFAN0001515,67.0,daejeon,DoosanBears,2024.02.27,Gold,n,9.0,329566.0,03/01/2023,1.0,Advertisement,8,Premium Box
KBOFAN0000244,61.0,GWANGJU,Lotte Giants,14-09-2021,Silver,n,11.0,662293.0,2025-11-12,0.0,Friend Referral,8,Premium Box
KBOFAN0002102,61.0,Jeju,KIATigers,28-03-2017,Silver,Y,1.0,31448.0,2024-05-08,0.0,Club Website,8,Outfield
KBOFAN0001914,58.0,Busan,SAMSUNG LIONS,2024-08-31,Gold,Y,10.0,399833.0,2023-05-01,0.0,Club Website,11,Infield
KBOFAN0001261,20.0,Incheon City, Samsung Lions ,07-01-2018,Silver,Yes,7.0,173961.0,2025.07.09,0.0,Offline Event,10,Outfield
KBOFAN0001217,42.0,DAEJEON,ssg landers,06/26/2020,VIP,y,4.0,83663.0,2025.01.20,0.0,Club Website,9,Table Seat
KBOFAN0004228,29.0,Suwon City, SSG Landers ,2015-05-09,Bronze,0,0.0,0.0,2023-03-24,1.0,Offline Event,13,Outfield
KBOFAN0002209,39.0,Daegu ,KIWOOM HEROES,08/08/2021,Silver,y,7.0,319756.0,2023-12-13,0.0,Club Website,11,Premium Box
KBOFAN0002767,,INCHEON,KTWiz,2019.09.09,Silver,No,9.0,144724.0,2023-05-06,0.0,Advertisement,10,Outfield
KBOFAN0001716,25.0,Cheongju,SSGLanders,24-05-2016,Silver,N,4.0,71491.0,04-03-2023,1.0,Friend Referral,11,Table Seat
KBOFAN0001599,48.0,Busan-si,lg twins,2020.09.03,Gold,Y,3.0,149815.0,15-04-2024,1.0,Club Website,12,Table Seat
KBOFAN0000163,75.0,Gwangju-si, Kiwoom Heroes ,02-09-2016,Bronze,Yes,6.0,172232.0,2025.06.10,1.0,Advertisement,9,Table Seat
KBOFAN0003041,18.0,Daegu ,LG TWINS,2016.10.31,Bronze,Yes,7.0,197374.0,2024-06-27,0.0,Club Website,12,
KBOFAN0001443,25.0, Busan,Doosan Bears,2016-08-15,Bronze,N,11.0,394172.0,10/19/2024,1.0,,4,Family Zone
KBOFAN0004398,22.0,INCHEON,SSG LANDERS,2015.10.02,Gold,1,4.0,91726.0,2025-05-16,1.0,Club Website,12,Family Zone
KBOFAN0003186,72.0,Seoul,KIWOOM HEROES,2022-01-25,Bronze,Y,5.0,64510.0,2023-02-16,1.0,Club Website,15,Table Seat
KBOFAN0004152,16.0,Jeju City, SSG Landers ,04/30/2019,Bronze,n,8.0,181100.0,2025.10.11,0.0,Friend Referral,5,Table Seat
KBOFAN0004077,73.0,Jeju ,NC DINOS,2018.10.07,Silver,Yes,7.0,195232.0,2023-09-29,0.0,SNS,12,Premium Box
KBOFAN0004334,75.0,Daegu,lg twins,03-11-2023,Bronze,0,6.0,323774.0,2025-02-08,1.0,Advertisement,8,Infield
KBOFAN0004461,65.0,Jeju ,hanwha eagles,2018-11-08,Bronze,0,5.0,251995.0,2025.03.19,1.0,Friend Referral,10,Infield
KBOFAN0001748,39.0,Jeju-si, Kiwoom Heroes ,2023.10.18,Silver,y,7.0,352303.0,04-09-2025,1.0,Advertisement,11,Premium Box
KBOFAN0000965,,Jeju City,LG TWINS,01/25/2018,Silver,0,2.0,38679.0,12/04/2024,1.0,Advertisement,12,Family Zone
KBOFAN0003257,48.0,jeju, Samsung Lions ,01-07-2024,Bronze,n,6.0,341652.0,02/17/2023,1.0,Club Website,10,Outfield
KBOFAN0003499,47.0,Busan City,DOOSAN BEARS,2024-12-21,Silver,1,4.0,177359.0,12-04-2025,1.0,Friend Referral,10,Infield
KBOFAN0003477,55.0,Gwangju ,LG Twins,11/11/2023,Bronze,No,3.0,119143.0,01/31/2023,0.0,Advertisement,7,Outfield
KBOFAN0001258,22.0,Seoul ,ssg landers,09/09/2015,Bronze,y,4.0,130668.0,2023-03-21,1.0,SNS,11,Table Seat
KBOFAN0003097,53.0,daegu,ssg landers,2018.11.15,Bronze,1,5.0,305389.0,22-03-2023,1.0,SNS,10,Family Zone
KBOFAN0003213,66.0,Cheongju-si,nc dinos,2022-09-04,Bronze,1,4.0,263460.0,2024.09.30,0.0,Friend Referral,12,Infield
KBOFAN0001230,70.0,Changwon City, KIA Tigers ,31-03-2018,Bronze,Yes,7.0,77738.0,2023.06.24,1.0,Offline Event,14,Outfield
KBOFAN0000757,29.0,Daegu,KIA TIGERS,2018-06-29,Silver,0,6.0,245979.0,08-06-2025,1.0,SNS,11,Premium Box
KBOFAN0004575,73.0,Seoul, Lotte Giants ,2023.01.23,Silver,No,8.0,350814.0,2025.01.27,0.0,Club Website,18,Table Seat
KBOFAN0002070,63.0,GWANGJU,LotteGiants,2018-03-26,Bronze,1,10.0,485522.0,09/19/2024,,Club Website,11,Premium Box
KBOFAN0001727,54.0,Cheongju , Kiwoom Heroes ,2015-04-18,Silver,0,12.0,673122.0,2024.01.18,0.0,Friend Referral,11,Outfield
KBOFAN0001142,27.0,daegu, Doosan Bears ,2016-01-19,Bronze,Yes,5.0,144434.0,10/28/2025,1.0,Friend Referral,14,Premium Box
KBOFAN0003453,26.0,DAEGU,Samsung Lions,2022-09-25,Silver,N,8.0,407336.0,11/22/2024,1.0,Club Website,18,Outfield
KBOFAN0004546,70.0, Changwon, NC Dinos ,2017-05-31,Bronze,1,1.0,30643.0,2024.06.10,1.0,SNS,10,Family Zone
KBOFAN0001936,61.0, Suwon,ssg landers,04-03-2016,Bronze,No,11.0,418896.0,2024-06-05,0.0,Advertisement,14,Family Zone
KBOFAN0004706,26.0,Changwon City,DoosanBears,2020-06-14,Bronze,1,6.0,266902.0,2024-08-26,0.0,Friend Referral,3,Family Zone
KBOFAN0000003,,Busan,SSG LANDERS,2018.10.15,Bronze,n,8.0,60461.0,12/25/2024,0.0,Advertisement,11,
KBOFAN0000314,50.0,suwon,LG TWINS,21-11-2021,Silver,Y,6.0,192494.0,2023-10-08,0.0,Advertisement,8,Infield
KBOFAN0003826,43.0,Busan , KIA Tigers ,2024-04-06,Bronze,Y,4.0,201175.0,2024.12.23,1.0,Offline Event,8,Family Zone
KBOFAN0003335,55.0,Seoul-si, Hanwha Eagles ,31-10-2021,Silver,No,9.0,227796.0,2023-06-27,,Offline Event,10,Infield
KBOFAN0002148,31.0,,NC Dinos,2021-12-29,Bronze,Yes,6.0,166340.0,07/16/2025,0.0,Advertisement,9,Premium Box
KBOFAN0001679,74.0,Jeju, Doosan Bears ,16-02-2024,VIP,Y,5.0,378408.0,2024-02-11,0.0,Friend Referral,8,Infield
KBOFAN0000654,49.0,daejeon,Samsung Lions,2023.04.25,Gold,0,,270683.0,01/23/2025,1.0,SNS,11,Family Zone
KBOFAN0002949,21.0,incheon,KIWOOM HEROES,2015-05-09,Silver,y,4.0,89591.0,2025-07-14,0.0,Advertisement,5,Premium Box
KBOFAN0002322,30.0,Cheongju,KIA TIGERS,2023-12-29,Gold,n,4.0,103428.0,2024-01-21,1.0,Advertisement,11,
KBOFAN0004178,72.0, Suwon,NC Dinos,2022-11-21,Gold,y,-1.0,101058.0,11/08/2023,0.0,Friend Referral,9,Family Zone
KBOFAN0002332,18.0,Busan-si,samsung lions,2021.10.18,Silver,N,8.0,377745.0,23-07-2025,1.0,SNS,15,Table Seat
KBOFAN0003848,54.0,Daejeon-si,NCDinos,2019-02-02,Bronze,N,6.0,259144.0,2023-06-03,0.0,Friend Referral,18,Outfield
KBOFAN0001992,,Cheongju ,KIA Tigers,26-03-2023,Silver,N,4.0,180605.0,2025-11-24,1.0,Friend Referral,12,Table Seat
KBOFAN0001934,32.0,Suwon City,LG Twins,2020.04.01,Gold,Yes,5.0,306420.0,12-01-2024,1.0,Club Website,12,Outfield
KBOFAN0004992,68.0,Jeju City,DOOSAN BEARS,2022-12-19,Bronze,Y,3.0,108696.0,2023.07.15,1.0,Friend Referral,9,Table Seat
KBOFAN0004563,71.0,jeju, Doosan Bears ,2020-05-18,Silver,y,8.0,390693.0,2025-10-03,1.0,Offline Event,17,Infield
KBOFAN0001802,29.0,BUSAN,DoosanBears,2021-01-04,Bronze,No,8.0,284237.0,01-11-2024,,Advertisement,13,Outfield
KBOFAN0000038,17.0,Seoul,samsung lions,2019.03.06,Bronze,0,2.0,113875.0,22-12-2024,1.0,SNS,11,Infield
KBOFAN0002938,66.0,Changwon ,lg twins,2019-04-29,,Y,12.0,577236.0,11/03/2024,1.0,SNS,15,Table Seat
KBOFAN0002389,60.0,seoul,Samsung Lions,2017-12-01,VIP,N,9.0,482539.0,2023-12-17,0.0,Club Website,13,Outfield
KBOFAN0000745,64.0,,LG Twins,2017.01.21,Silver,No,6.0,240390.0,2025.07.25,0.0,Advertisement,12,Family Zone
KBOFAN0004352,68.0,changwon,KTWiz,2024-07-20,Bronze,Y,5.0,324174.0,28-05-2025,1.0,Offline Event,14,Infield
KBOFAN0004513,26.0,Cheongju,KIA Tigers,2019-05-07,Silver,0,9.0,290875.0,2023-04-20,1.0,Club Website,10,Table Seat
KBOFAN0000542,32.0,SEOUL,,2023.02.07,VIP,n,5.0,168892.0,2023-04-11,1.0,Friend Referral,8,Premium Box
KBOFAN0001282,27.0,DAEJEON, Hanwha Eagles ,2019-03-03,Silver,Y,7.0,308451.0,2024-09-06,0.0,Advertisement,19,Family Zone
