order_id,amount,customer_age,quantity,region,membership,channel,category,amount_log,is_premium,amount_class,membership_ord,region_경기,region_대구,region_부산,region_서울,ch_app,ch_web,cat_beauty,cat_electronics,cat_fashion,cat_food,cat_living,customer_age_scaled,amount_scaled,quantity_scaled
375,249900.0,37.0,3,서울,basic,app,beauty,12.428820118415677,0,high,1,0,0,0,1,1,0,1,0,0,0,0,-0.14285714285714285,7.333333333333333,0.5
376,9900.0,21.0,2,부산,vip,app,electronics,9.200391041122515,1,low,4,0,0,1,0,1,0,0,1,0,0,0,-0.7142857142857143,-0.6666666666666666,0.0
377,49900.0,27.0,2,경기,basic,app,electronics,10.817796321618971,0,mid,1,1,0,0,0,1,0,0,1,0,0,0,-0.5,0.6666666666666666,0.0
379,19900.0,54.0,3,부산,gold,web,fashion,9.898525260706313,1,low,3,0,0,1,0,0,1,0,0,1,0,0,0.4642857142857143,-0.3333333333333333,0.5
380,19900.0,20.0,2,부산,silver,web,fashion,9.898525260706313,0,low,2,0,0,1,0,0,1,0,0,1,0,0,-0.75,-0.3333333333333333,0.0
381,9900.0,36.0,3,서울,silver,app,food,9.200391041122515,0,low,2,0,0,0,1,1,0,0,0,0,1,0,-0.17857142857142858,-0.6666666666666666,0.5
383,249900.0,24.0,3,경기,vip,web,fashion,12.428820118415677,1,high,4,1,0,0,0,0,1,0,0,1,0,0,-0.6071428571428571,7.333333333333333,0.5
384,19900.0,61.0,3,서울,basic,web,beauty,9.898525260706313,0,low,1,0,0,0,1,0,1,1,0,0,0,0,0.7142857142857143,-0.3333333333333333,0.5
385,9900.0,48.0,3,서울,silver,web,electronics,9.200391041122515,0,low,2,0,0,0,1,0,1,0,1,0,0,0,0.25,-0.6666666666666666,0.5
386,9900.0,24.0,1,서울,gold,web,fashion,9.200391041122515,1,low,3,0,0,0,1,0,1,0,0,1,0,0,-0.6071428571428571,-0.6666666666666666,-0.5
387,9900.0,50.0,3,부산,gold,app,fashion,9.200391041122515,1,low,3,0,0,1,0,1,0,0,0,1,0,0,0.32142857142857145,-0.6666666666666666,0.5
389,249900.0,18.0,1,서울,silver,web,electronics,12.428820118415677,0,high,2,0,0,0,1,0,1,0,1,0,0,0,-0.8214285714285714,7.333333333333333,-0.5
390,9900.0,39.0,3,경기,vip,web,beauty,9.200391041122515,1,low,4,1,0,0,0,0,1,1,0,0,0,0,-0.07142857142857142,-0.6666666666666666,0.5
391,49900.0,25.0,1,대구,vip,web,beauty,10.817796321618971,1,mid,4,0,1,0,0,0,1,1,0,0,0,0,-0.5714285714285714,0.6666666666666666,-0.5
392,9900.0,28.0,2,경기,silver,web,fashion,9.200391041122515,0,low,2,1,0,0,0,0,1,0,0,1,0,0,-0.4642857142857143,-0.6666666666666666,0.0
394,29900.0,54.0,1,서울,gold,web,electronics,10.305647203635566,1,low,3,0,0,0,1,0,1,0,1,0,0,0,0.4642857142857143,0.0,-0.5
395,49900.0,22.0,2,경기,gold,app,food,10.817796321618971,1,mid,3,1,0,0,0,1,0,0,0,0,1,0,-0.6785714285714286,0.6666666666666666,0.0
396,249900.0,61.0,3,경기,basic,web,electronics,12.428820118415677,0,high,1,1,0,0,0,0,1,0,1,0,0,0,0.7142857142857143,7.333333333333333,0.5
397,9900.0,46.0,2,대구,gold,web,beauty,9.200391041122515,1,low,3,0,1,0,0,0,1,1,0,0,0,0,0.17857142857142858,-0.6666666666666666,0.0
398,9900.0,63.0,3,경기,basic,web,electronics,9.200391041122515,0,low,1,1,0,0,0,0,1,0,1,0,0,0,0.7857142857142857,-0.6666666666666666,0.5
399,19900.0,56.0,1,부산,gold,web,living,9.898525260706313,1,low,3,0,0,1,0,0,1,0,0,0,0,1,0.5357142857142857,-0.3333333333333333,-0.5
400,19900.0,33.0,3,경기,vip,app,fashion,9.898525260706313,1,low,4,1,0,0,0,1,0,0,0,1,0,0,-0.2857142857142857,-0.3333333333333333,0.5
401,249900.0,44.0,3,서울,gold,web,electronics,12.428820118415677,1,high,3,0,0,0,1,0,1,0,1,0,0,0,0.10714285714285714,7.333333333333333,0.5
402,49900.0,44.0,3,부산,vip,app,living,10.817796321618971,1,mid,4,0,0,1,0,1,0,0,0,0,0,1,0.10714285714285714,0.6666666666666666,0.5
403,19900.0,54.0,1,부산,silver,app,living,9.898525260706313,0,low,2,0,0,1,0,1,0,0,0,0,0,1,0.4642857142857143,-0.3333333333333333,-0.5
404,249900.0,28.0,3,부산,vip,web,electronics,12.428820118415677,1,high,4,0,0,1,0,0,1,0,1,0,0,0,-0.4642857142857143,7.333333333333333,0.5
405,29900.0,33.0,2,서울,vip,app,fashion,10.305647203635566,1,low,4,0,0,0,1,1,0,0,0,1,0,0,-0.2857142857142857,0.0,0.0
406,29900.0,28.0,2,부산,vip,web,beauty,10.305647203635566,1,low,4,0,0,1,0,0,1,1,0,0,0,0,-0.4642857142857143,0.0,0.0
407,29900.0,31.0,2,서울,vip,web,living,10.305647203635566,1,low,4,0,0,0,1,0,1,0,0,0,0,1,-0.35714285714285715,0.0,0.0
408,9900.0,23.0,2,부산,vip,app,beauty,9.200391041122515,1,low,4,0,0,1,0,1,0,1,0,0,0,0,-0.6428571428571429,-0.6666666666666666,0.0
409,249900.0,17.0,2,부산,gold,web,beauty,12.428820118415677,1,high,3,0,0,1,0,0,1,1,0,0,0,0,-0.8571428571428571,7.333333333333333,0.0
410,9900.0,66.0,2,부산,vip,web,food,9.200391041122515,1,low,4,0,0,1,0,0,1,0,0,0,1,0,0.8928571428571429,-0.6666666666666666,0.0
411,9900.0,19.0,1,대구,vip,web,living,9.200391041122515,1,low,4,0,1,0,0,0,1,0,0,0,0,1,-0.7857142857142857,-0.6666666666666666,-0.5
412,19900.0,63.0,3,경기,gold,app,beauty,9.898525260706313,1,low,3,1,0,0,0,1,0,1,0,0,0,0,0.7857142857142857,-0.3333333333333333,0.5
414,9900.0,57.0,1,부산,basic,web,food,9.200391041122515,0,low,1,0,0,1,0,0,1,0,0,0,1,0,0.5714285714285714,-0.6666666666666666,-0.5
415,9900.0,33.0,2,부산,silver,web,electronics,9.200391041122515,0,low,2,0,0,1,0,0,1,0,1,0,0,0,-0.2857142857142857,-0.6666666666666666,0.0
417,249900.0,30.0,2,서울,silver,app,electronics,12.428820118415677,0,high,2,0,0,0,1,1,0,0,1,0,0,0,-0.39285714285714285,7.333333333333333,0.0
418,9900.0,41.0,3,서울,basic,web,food,9.200391041122515,0,low,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.6666666666666666,0.5
419,19900.0,39.0,1,대구,vip,web,food,9.898525260706313,1,low,4,0,1,0,0,0,1,0,0,0,1,0,-0.07142857142857142,-0.3333333333333333,-0.5
420,29900.0,44.0,1,경기,basic,app,beauty,10.305647203635566,0,low,1,1,0,0,0,1,0,1,0,0,0,0,0.10714285714285714,0.0,-0.5
421,249900.0,36.0,2,대구,vip,app,electronics,12.428820118415677,1,high,4,0,1,0,0,1,0,0,1,0,0,0,-0.17857142857142858,7.333333333333333,0.0
422,49900.0,44.0,3,대구,silver,app,fashion,10.817796321618971,0,mid,2,0,1,0,0,1,0,0,0,1,0,0,0.10714285714285714,0.6666666666666666,0.5
423,49900.0,60.0,2,경기,basic,app,electronics,10.817796321618971,0,mid,1,1,0,0,0,1,0,0,1,0,0,0,0.6785714285714286,0.6666666666666666,0.0
424,29900.0,38.0,2,부산,vip,web,beauty,10.305647203635566,1,low,4,0,0,1,0,0,1,1,0,0,0,0,-0.10714285714285714,0.0,0.0
425,29900.0,34.0,2,서울,vip,web,beauty,10.305647203635566,1,low,4,0,0,0,1,0,1,1,0,0,0,0,-0.25,0.0,0.0
426,9900.0,22.0,3,서울,vip,app,fashion,9.200391041122515,1,low,4,0,0,0,1,1,0,0,0,1,0,0,-0.6785714285714286,-0.6666666666666666,0.5
427,249900.0,34.0,2,서울,vip,web,electronics,12.428820118415677,1,high,4,0,0,0,1,0,1,0,1,0,0,0,-0.25,7.333333333333333,0.0
428,249900.0,21.0,3,경기,gold,app,living,12.428820118415677,1,high,3,1,0,0,0,1,0,0,0,0,0,1,-0.7142857142857143,7.333333333333333,0.5
429,9900.0,25.0,3,서울,vip,web,electronics,9.200391041122515,1,low,4,0,0,0,1,0,1,0,1,0,0,0,-0.5714285714285714,-0.6666666666666666,0.5
430,49900.0,67.0,1,서울,basic,app,electronics,10.817796321618971,0,mid,1,0,0,0,1,1,0,0,1,0,0,0,0.9285714285714286,0.6666666666666666,-0.5
431,9900.0,19.0,1,서울,vip,app,food,9.200391041122515,1,low,4,0,0,0,1,1,0,0,0,0,1,0,-0.7857142857142857,-0.6666666666666666,-0.5
432,49900.0,41.0,3,부산,vip,web,food,10.817796321618971,1,mid,4,0,0,1,0,0,1,0,0,0,1,0,0.0,0.6666666666666666,0.5
433,249900.0,60.0,1,대구,silver,app,living,12.428820118415677,0,high,2,0,1,0,0,1,0,0,0,0,0,1,0.6785714285714286,7.333333333333333,-0.5
434,9900.0,67.0,2,대구,silver,app,beauty,9.200391041122515,0,low,2,0,1,0,0,1,0,1,0,0,0,0,0.9285714285714286,-0.6666666666666666,0.0
435,29900.0,23.0,1,서울,vip,app,electronics,10.305647203635566,1,low,4,0,0,0,1,1,0,0,1,0,0,0,-0.6428571428571429,0.0,-0.5
436,9900.0,23.0,2,경기,basic,web,electronics,9.200391041122515,0,low,1,1,0,0,0,0,1,0,1,0,0,0,-0.6428571428571429,-0.6666666666666666,0.0
437,29900.0,35.0,1,대구,vip,web,food,10.305647203635566,1,low,4,0,1,0,0,0,1,0,0,0,1,0,-0.21428571428571427,0.0,-0.5
438,249900.0,45.0,2,경기,silver,app,electronics,12.428820118415677,0,high,2,1,0,0,0,1,0,0,1,0,0,0,0.14285714285714285,7.333333333333333,0.0
439,9900.0,67.0,3,서울,basic,web,beauty,9.200391041122515,0,low,1,0,0,0,1,0,1,1,0,0,0,0,0.9285714285714286,-0.6666666666666666,0.5
440,19900.0,26.0,3,서울,silver,web,food,9.898525260706313,0,low,2,0,0,0,1,0,1,0,0,0,1,0,-0.5357142857142857,-0.3333333333333333,0.5
442,19900.0,28.0,1,경기,silver,web,electronics,9.898525260706313,0,low,2,1,0,0,0,0,1,0,1,0,0,0,-0.4642857142857143,-0.3333333333333333,-0.5
443,9900.0,63.0,2,대구,gold,app,food,9.200391041122515,1,low,3,0,1,0,0,1,0,0,0,0,1,0,0.7857142857142857,-0.6666666666666666,0.0
444,29900.0,16.0,1,대구,vip,web,electronics,10.305647203635566,1,low,4,0,1,0,0,0,1,0,1,0,0,0,-0.8928571428571429,0.0,-0.5
445,29900.0,35.0,3,서울,basic,web,fashion,10.305647203635566,0,low,1,0,0,0,1,0,1,0,0,1,0,0,-0.21428571428571427,0.0,0.5
446,49900.0,21.0,3,부산,vip,app,beauty,10.817796321618971,1,mid,4,0,0,1,0,1,0,1,0,0,0,0,-0.7142857142857143,0.6666666666666666,0.5
448,249900.0,65.0,2,경기,vip,web,fashion,12.428820118415677,1,high,4,1,0,0,0,0,1,0,0,1,0,0,0.8571428571428571,7.333333333333333,0.0
449,29900.0,15.0,2,서울,basic,app,fashion,10.305647203635566,0,low,1,0,0,0,1,1,0,0,0,1,0,0,-0.9285714285714286,0.0,0.0
450,19900.0,32.0,2,서울,basic,web,food,9.898525260706313,0,low,1,0,0,0,1,0,1,0,0,0,1,0,-0.32142857142857145,-0.3333333333333333,0.0
451,249900.0,65.0,2,서울,vip,app,fashion,12.428820118415677,1,high,4,0,0,0,1,1,0,0,0,1,0,0,0.8571428571428571,7.333333333333333,0.0
452,249900.0,48.0,1,서울,vip,web,beauty,12.428820118415677,1,high,4,0,0,0,1,0,1,1,0,0,0,0,0.25,7.333333333333333,-0.5
453,29900.0,18.0,2,부산,vip,web,fashion,10.305647203635566,1,low,4,0,0,1,0,0,1,0,0,1,0,0,-0.8214285714285714,0.0,0.0
454,9900.0,40.0,2,서울,vip,web,living,9.200391041122515,1,low,4,0,0,0,1,0,1,0,0,0,0,1,-0.03571428571428571,-0.6666666666666666,0.0
455,29900.0,68.0,3,서울,gold,app,beauty,10.305647203635566,1,low,3,0,0,0,1,1,0,1,0,0,0,0,0.9642857142857143,0.0,0.5
456,29900.0,37.0,3,서울,basic,web,beauty,10.305647203635566,0,low,1,0,0,0,1,0,1,1,0,0,0,0,-0.14285714285714285,0.0,0.5
457,9900.0,44.0,3,서울,silver,app,food,9.200391041122515,0,low,2,0,0,0,1,1,0,0,0,0,1,0,0.10714285714285714,-0.6666666666666666,0.5
458,49900.0,44.0,1,서울,vip,app,fashion,10.817796321618971,1,mid,4,0,0,0,1,1,0,0,0,1,0,0,0.10714285714285714,0.6666666666666666,-0.5
459,249900.0,51.0,3,대구,silver,web,fashion,12.428820118415677,0,high,2,0,1,0,0,0,1,0,0,1,0,0,0.35714285714285715,7.333333333333333,0.5
460,9900.0,25.0,2,대구,gold,app,electronics,9.200391041122515,1,low,3,0,1,0,0,1,0,0,1,0,0,0,-0.5714285714285714,-0.6666666666666666,0.0
461,49900.0,61.0,2,서울,basic,app,food,10.817796321618971,0,mid,1,0,0,0,1,1,0,0,0,0,1,0,0.7142857142857143,0.6666666666666666,0.0
462,9900.0,69.0,3,경기,gold,web,beauty,9.200391041122515,1,low,3,1,0,0,0,0,1,1,0,0,0,0,1.0,-0.6666666666666666,0.5
463,49900.0,22.0,3,대구,silver,app,electronics,10.817796321618971,0,mid,2,0,1,0,0,1,0,0,1,0,0,0,-0.6785714285714286,0.6666666666666666,0.5
464,29900.0,60.0,1,서울,basic,app,living,10.305647203635566,0,low,1,0,0,0,1,1,0,0,0,0,0,1,0.6785714285714286,0.0,-0.5
465,9900.0,59.0,2,대구,basic,web,food,9.200391041122515,0,low,1,0,1,0,0,0,1,0,0,0,1,0,0.6428571428571429,-0.6666666666666666,0.0
466,249900.0,55.0,3,서울,gold,app,beauty,12.428820118415677,1,high,3,0,0,0,1,1,0,1,0,0,0,0,0.5,7.333333333333333,0.5
467,9900.0,35.0,2,서울,silver,web,fashion,9.200391041122515,0,low,2,0,0,0,1,0,1,0,0,1,0,0,-0.21428571428571427,-0.6666666666666666,0.0
468,29900.0,40.0,1,서울,basic,web,beauty,10.305647203635566,0,low,1,0,0,0,1,0,1,1,0,0,0,0,-0.03571428571428571,0.0,-0.5
470,249900.0,23.0,3,대구,basic,app,living,12.428820118415677,0,high,1,0,1,0,0,1,0,0,0,0,0,1,-0.6428571428571429,7.333333333333333,0.5
471,49900.0,60.0,1,대구,basic,web,beauty,10.817796321618971,0,mid,1,0,1,0,0,0,1,1,0,0,0,0,0.6785714285714286,0.6666666666666666,-0.5
472,249900.0,65.0,3,서울,basic,web,fashion,12.428820118415677,0,high,1,0,0,0,1,0,1,0,0,1,0,0,0.8571428571428571,7.333333333333333,0.5
473,29900.0,52.0,3,대구,gold,app,fashion,10.305647203635566,1,low,3,0,1,0,0,1,0,0,0,1,0,0,0.39285714285714285,0.0,0.5
474,29900.0,33.0,3,부산,vip,web,fashion,10.305647203635566,1,low,4,0,0,1,0,0,1,0,0,1,0,0,-0.2857142857142857,0.0,0.5
475,49900.0,45.0,1,대구,silver,web,food,10.817796321618971,0,mid,2,0,1,0,0,0,1,0,0,0,1,0,0.14285714285714285,0.6666666666666666,-0.5
476,49900.0,17.0,1,대구,silver,app,food,10.817796321618971,0,mid,2,0,1,0,0,1,0,0,0,0,1,0,-0.8571428571428571,0.6666666666666666,-0.5
477,249900.0,66.0,2,경기,silver,web,beauty,12.428820118415677,0,high,2,1,0,0,0,0,1,1,0,0,0,0,0.8928571428571429,7.333333333333333,0.0
478,9900.0,33.0,2,서울,silver,web,food,9.200391041122515,0,low,2,0,0,0,1,0,1,0,0,0,1,0,-0.2857142857142857,-0.6666666666666666,0.0
479,49900.0,18.0,2,대구,vip,app,beauty,10.817796321618971,1,mid,4,0,1,0,0,1,0,1,0,0,0,0,-0.8214285714285714,0.6666666666666666,0.0
480,9900.0,58.0,3,부산,silver,web,fashion,9.200391041122515,0,low,2,0,0,1,0,0,1,0,0,1,0,0,0.6071428571428571,-0.6666666666666666,0.5
481,19900.0,51.0,3,대구,vip,web,electronics,9.898525260706313,1,low,4,0,1,0,0,0,1,0,1,0,0,0,0.35714285714285715,-0.3333333333333333,0.5
482,249900.0,49.0,1,대구,vip,web,beauty,12.428820118415677,1,high,4,0,1,0,0,0,1,1,0,0,0,0,0.2857142857142857,7.333333333333333,-0.5
483,19900.0,17.0,3,서울,vip,app,food,9.898525260706313,1,low,4,0,0,0,1,1,0,0,0,0,1,0,-0.8571428571428571,-0.3333333333333333,0.5
484,49900.0,56.0,1,경기,gold,app,beauty,10.817796321618971,1,mid,3,1,0,0,0,1,0,1,0,0,0,0,0.5357142857142857,0.6666666666666666,-0.5
485,29900.0,50.0,2,서울,vip,app,electronics,10.305647203635566,1,low,4,0,0,0,1,1,0,0,1,0,0,0,0.32142857142857145,0.0,0.0
486,19900.0,58.0,1,서울,vip,web,fashion,9.898525260706313,1,low,4,0,0,0,1,0,1,0,0,1,0,0,0.6071428571428571,-0.3333333333333333,-0.5
487,19900.0,60.0,2,대구,vip,web,beauty,9.898525260706313,1,low,4,0,1,0,0,0,1,1,0,0,0,0,0.6785714285714286,-0.3333333333333333,0.0
488,29900.0,26.0,3,대구,silver,app,beauty,10.305647203635566,0,low,2,0,1,0,0,1,0,1,0,0,0,0,-0.5357142857142857,0.0,0.5
490,49900.0,65.0,3,대구,basic,web,food,10.817796321618971,0,mid,1,0,1,0,0,0,1,0,0,0,1,0,0.8571428571428571,0.6666666666666666,0.5
491,249900.0,44.0,1,부산,vip,web,beauty,12.428820118415677,1,high,4,0,0,1,0,0,1,1,0,0,0,0,0.10714285714285714,7.333333333333333,-0.5
492,249900.0,39.0,2,경기,gold,web,food,12.428820118415677,1,high,3,1,0,0,0,0,1,0,0,0,1,0,-0.07142857142857142,7.333333333333333,0.0
493,49900.0,30.0,2,대구,silver,app,electronics,10.817796321618971,0,mid,2,0,1,0,0,1,0,0,1,0,0,0,-0.39285714285714285,0.6666666666666666,0.0
494,49900.0,50.0,3,경기,silver,web,electronics,10.817796321618971,0,mid,2,1,0,0,0,0,1,0,1,0,0,0,0.32142857142857145,0.6666666666666666,0.5
495,19900.0,56.0,3,부산,silver,web,electronics,9.898525260706313,0,low,2,0,0,1,0,0,1,0,1,0,0,0,0.5357142857142857,-0.3333333333333333,0.5
496,29900.0,15.0,2,서울,vip,app,fashion,10.305647203635566,1,low,4,0,0,0,1,1,0,0,0,1,0,0,-0.9285714285714286,0.0,0.0
497,9900.0,45.0,1,부산,vip,app,beauty,9.200391041122515,1,low,4,0,0,1,0,1,0,1,0,0,0,0,0.14285714285714285,-0.6666666666666666,-0.5
498,19900.0,69.0,2,대구,vip,app,living,9.898525260706313,1,low,4,0,1,0,0,1,0,0,0,0,0,1,1.0,-0.3333333333333333,0.0
499,249900.0,30.0,1,부산,silver,web,living,12.428820118415677,0,high,2,0,0,1,0,0,1,0,0,0,0,1,-0.39285714285714285,7.333333333333333,-0.5
501,9900.0,63.0,1,서울,basic,app,living,9.200391041122515,0,low,1,0,0,0,1,1,0,0,0,0,0,1,0.7857142857142857,-0.6666666666666666,-0.5
502,49900.0,18.0,2,서울,vip,app,food,10.817796321618971,1,mid,4,0,0,0,1,1,0,0,0,0,1,0,-0.8214285714285714,0.6666666666666666,0.0
503,249900.0,36.0,1,부산,gold,app,beauty,12.428820118415677,1,high,3,0,0,1,0,1,0,1,0,0,0,0,-0.17857142857142858,7.333333333333333,-0.5
504,249900.0,40.0,1,부산,gold,app,electronics,12.428820118415677,1,high,3,0,0,1,0,1,0,0,1,0,0,0,-0.03571428571428571,7.333333333333333,-0.5
505,19900.0,58.0,1,부산,gold,web,food,9.898525260706313,1,low,3,0,0,1,0,0,1,0,0,0,1,0,0.6071428571428571,-0.3333333333333333,-0.5
506,29900.0,22.0,3,대구,silver,web,beauty,10.305647203635566,0,low,2,0,1,0,0,0,1,1,0,0,0,0,-0.6785714285714286,0.0,0.5
508,19900.0,23.0,3,대구,gold,web,electronics,9.898525260706313,1,low,3,0,1,0,0,0,1,0,1,0,0,0,-0.6428571428571429,-0.3333333333333333,0.5
509,19900.0,58.0,1,부산,vip,app,living,9.898525260706313,1,low,4,0,0,1,0,1,0,0,0,0,0,1,0.6071428571428571,-0.3333333333333333,-0.5
510,19900.0,49.0,2,서울,basic,app,living,9.898525260706313,0,low,1,0,0,0,1,1,0,0,0,0,0,1,0.2857142857142857,-0.3333333333333333,0.0
511,249900.0,42.0,3,대구,silver,app,beauty,12.428820118415677,0,high,2,0,1,0,0,1,0,1,0,0,0,0,0.03571428571428571,7.333333333333333,0.5
512,49900.0,36.0,2,서울,vip,web,electronics,10.817796321618971,1,mid,4,0,0,0,1,0,1,0,1,0,0,0,-0.17857142857142858,0.6666666666666666,0.0
513,249900.0,23.0,1,경기,basic,web,electronics,12.428820118415677,0,high,1,1,0,0,0,0,1,0,1,0,0,0,-0.6428571428571429,7.333333333333333,-0.5
514,249900.0,65.0,1,대구,basic,app,electronics,12.428820118415677,0,high,1,0,1,0,0,1,0,0,1,0,0,0,0.8571428571428571,7.333333333333333,-0.5
516,9900.0,32.0,3,대구,silver,web,living,9.200391041122515,0,low,2,0,1,0,0,0,1,0,0,0,0,1,-0.32142857142857145,-0.6666666666666666,0.5
517,249900.0,37.0,1,서울,silver,app,electronics,12.428820118415677,0,high,2,0,0,0,1,1,0,0,1,0,0,0,-0.14285714285714285,7.333333333333333,-0.5
519,29900.0,54.0,3,부산,basic,web,living,10.305647203635566,0,low,1,0,0,1,0,0,1,0,0,0,0,1,0.4642857142857143,0.0,0.5
520,29900.0,40.0,3,부산,basic,app,living,10.305647203635566,0,low,1,0,0,1,0,1,0,0,0,0,0,1,-0.03571428571428571,0.0,0.5
521,19900.0,31.0,3,대구,basic,app,beauty,9.898525260706313,0,low,1,0,1,0,0,1,0,1,0,0,0,0,-0.35714285714285715,-0.3333333333333333,0.5
522,9900.0,51.0,1,경기,basic,app,electronics,9.200391041122515,0,low,1,1,0,0,0,1,0,0,1,0,0,0,0.35714285714285715,-0.6666666666666666,-0.5
523,9900.0,51.0,3,부산,basic,web,living,9.200391041122515,0,low,1,0,0,1,0,0,1,0,0,0,0,1,0.35714285714285715,-0.6666666666666666,0.5
524,249900.0,47.0,1,경기,vip,web,electronics,12.428820118415677,1,high,4,1,0,0,0,0,1,0,1,0,0,0,0.21428571428571427,7.333333333333333,-0.5
525,19900.0,19.0,1,대구,silver,web,electronics,9.898525260706313,0,low,2,0,1,0,0,0,1,0,1,0,0,0,-0.7857142857142857,-0.3333333333333333,-0.5
526,19900.0,41.0,1,서울,basic,web,living,9.898525260706313,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.3333333333333333,-0.5
527,249900.0,48.0,1,서울,basic,app,living,12.428820118415677,0,high,1,0,0,0,1,1,0,0,0,0,0,1,0.25,7.333333333333333,-0.5
528,9900.0,67.0,1,서울,gold,web,electronics,9.200391041122515,1,low,3,0,0,0,1,0,1,0,1,0,0,0,0.9285714285714286,-0.6666666666666666,-0.5
529,249900.0,43.0,1,부산,vip,app,food,12.428820118415677,1,high,4,0,0,1,0,1,0,0,0,0,1,0,0.07142857142857142,7.333333333333333,-0.5
530,249900.0,33.0,1,서울,silver,app,electronics,12.428820118415677,0,high,2,0,0,0,1,1,0,0,1,0,0,0,-0.2857142857142857,7.333333333333333,-0.5
531,29900.0,45.0,2,서울,basic,app,fashion,10.305647203635566,0,low,1,0,0,0,1,1,0,0,0,1,0,0,0.14285714285714285,0.0,0.0
532,9900.0,24.0,1,대구,silver,app,beauty,9.200391041122515,0,low,2,0,1,0,0,1,0,1,0,0,0,0,-0.6071428571428571,-0.6666666666666666,-0.5
533,9900.0,19.0,1,서울,gold,app,electronics,9.200391041122515,1,low,3,0,0,0,1,1,0,0,1,0,0,0,-0.7857142857142857,-0.6666666666666666,-0.5
534,19900.0,52.0,3,서울,basic,app,fashion,9.898525260706313,0,low,1,0,0,0,1,1,0,0,0,1,0,0,0.39285714285714285,-0.3333333333333333,0.5
535,29900.0,69.0,1,서울,vip,web,food,10.305647203635566,1,low,4,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,-0.5
536,9900.0,61.0,1,서울,vip,app,electronics,9.200391041122515,1,low,4,0,0,0,1,1,0,0,1,0,0,0,0.7142857142857143,-0.6666666666666666,-0.5
538,9900.0,17.0,1,경기,vip,web,beauty,9.200391041122515,1,low,4,1,0,0,0,0,1,1,0,0,0,0,-0.8571428571428571,-0.6666666666666666,-0.5
539,29900.0,69.0,2,대구,silver,app,electronics,10.305647203635566,0,low,2,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0
540,9900.0,39.0,3,서울,basic,app,fashion,9.200391041122515,0,low,1,0,0,0,1,1,0,0,0,1,0,0,-0.07142857142857142,-0.6666666666666666,0.5
541,49900.0,30.0,3,서울,vip,web,food,10.817796321618971,1,mid,4,0,0,0,1,0,1,0,0,0,1,0,-0.39285714285714285,0.6666666666666666,0.5
542,9900.0,64.0,2,서울,vip,web,fashion,9.200391041122515,1,low,4,0,0,0,1,0,1,0,0,1,0,0,0.8214285714285714,-0.6666666666666666,0.0
543,9900.0,56.0,1,서울,silver,web,beauty,9.200391041122515,0,low,2,0,0,0,1,0,1,1,0,0,0,0,0.5357142857142857,-0.6666666666666666,-0.5
544,9900.0,56.0,3,경기,gold,web,beauty,9.200391041122515,1,low,3,1,0,0,0,0,1,1,0,0,0,0,0.5357142857142857,-0.6666666666666666,0.5
545,249900.0,30.0,1,대구,basic,app,fashion,12.428820118415677,0,high,1,0,1,0,0,1,0,0,0,1,0,0,-0.39285714285714285,7.333333333333333,-0.5
546,9900.0,69.0,2,서울,vip,app,food,9.200391041122515,1,low,4,0,0,0,1,1,0,0,0,0,1,0,1.0,-0.6666666666666666,0.0
547,29900.0,39.0,2,부산,vip,app,food,10.305647203635566,1,low,4,0,0,1,0,1,0,0,0,0,1,0,-0.07142857142857142,0.0,0.0
549,29900.0,56.0,1,서울,gold,app,living,10.305647203635566,1,low,3,0,0,0,1,1,0,0,0,0,0,1,0.5357142857142857,0.0,-0.5
550,49900.0,51.0,2,대구,vip,web,food,10.817796321618971,1,mid,4,0,1,0,0,0,1,0,0,0,1,0,0.35714285714285715,0.6666666666666666,0.0
551,249900.0,24.0,2,경기,gold,app,fashion,12.428820118415677,1,high,3,1,0,0,0,1,0,0,0,1,0,0,-0.6071428571428571,7.333333333333333,0.0
552,19900.0,31.0,2,서울,vip,web,food,9.898525260706313,1,low,4,0,0,0,1,0,1,0,0,0,1,0,-0.35714285714285715,-0.3333333333333333,0.0
553,249900.0,34.0,3,대구,basic,app,electronics,12.428820118415677,0,high,1,0,1,0,0,1,0,0,1,0,0,0,-0.25,7.333333333333333,0.5
554,19900.0,67.0,3,대구,gold,app,electronics,9.898525260706313,1,low,3,0,1,0,0,1,0,0,1,0,0,0,0.9285714285714286,-0.3333333333333333,0.5
555,249900.0,54.0,2,서울,gold,app,electronics,12.428820118415677,1,high,3,0,0,0,1,1,0,0,1,0,0,0,0.4642857142857143,7.333333333333333,0.0
556,29900.0,35.0,2,대구,gold,app,food,10.305647203635566,1,low,3,0,1,0,0,1,0,0,0,0,1,0,-0.21428571428571427,0.0,0.0
557,49900.0,55.0,3,대구,basic,app,fashion,10.817796321618971,0,mid,1,0,1,0,0,1,0,0,0,1,0,0,0.5,0.6666666666666666,0.5
558,249900.0,55.0,2,대구,silver,app,beauty,12.428820118415677,0,high,2,0,1,0,0,1,0,1,0,0,0,0,0.5,7.333333333333333,0.0
559,49900.0,36.0,1,서울,vip,app,fashion,10.817796321618971,1,mid,4,0,0,0,1,1,0,0,0,1,0,0,-0.17857142857142858,0.6666666666666666,-0.5
